Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Created At,Issue Closed At
ChicoState/SafeAlert,0,22,"As a user’s buddy, I want to see the user’s route in order to know if they are safely on their way",Done,mshimada2,None,20-10-2019 18:58,17-12-2019 11:35
ChicoState/SafeAlert,0,21,As a new user I want to see how the SafeAlert app looks like; particularly the home page,Done,barcher13,None,20-10-2019 18:57,06-12-2019 21:07
ChicoState/SafeAlert,0,19,"As a user, I want to know how to stop the ""Be a buddii"" option if I need to cancel.",Done,dev-igs,None,20-10-2019 18:51,17-12-2019 11:35
ChicoState/SafeAlert,0,18,"As a user I want to know the sequence of tasks the ""Be a Buddii"" option requires in order for it to start working.",Done,DeWubs,None,20-10-2019 18:50,17-12-2019 11:35
ChicoState/SafeAlert,0,17,as A user i want to make sure the app requires all users to have a STRONG password,Done,jgutierrezCSU,None,11-10-2019 10:52,03-11-2019 18:28
ChicoState/SafeAlert,0,16,As a user i want to make sure my account is unique as a user,Done,jgutierrezCSU,None,11-10-2019 10:50,03-11-2019 18:29
ChicoState/SafeAlert,0,15,As a user i want to be able to sign in using my account and for it to be stored in a database,Done,jgutierrezCSU,None,06-10-2019 20:08,11-10-2019 14:20
ChicoState/SafeAlert,0,14,As a user I want to know what happens/displays when I finally select a buddii and start my walk to my destination.,Done,"DeWubs,dev-igs",None,06-10-2019 20:06,17-12-2019 11:35
ChicoState/SafeAlert,0,13,"As a user I want to know how to stop the ""I need a buddi"" option if I want to cancel.",Done,jgutierrezCSU,None,06-10-2019 20:05,06-12-2019 21:10
ChicoState/SafeAlert,0,7,As a user I want to know if I can choose between a list of friends that are users or random users to be my buddii.,Done,barcher13,None,04-10-2019 12:53,17-12-2019 11:35
ChicoState/SafeAlert,0,6,"As a user I want to know the sequence of tasks the ""Find Route"" option requires in order for it to start working. These tasks will be.",Done,mshimada2,None,04-10-2019 12:52,17-12-2019 11:35
ChicoState/SafeAlert,0,5,"As a user, I would like to see what options I can choose from. As a user I want to be able to",Done,None,None,04-10-2019 12:47,17-12-2019 11:35
ChicoState/SafeAlert,0,2,As a user I want to know how to use the SafeAlert app,Done,None,None,16-09-2019 12:38,17-12-2019 11:35
ChicoState/SafeAlert,0,29,As a user I want to be able to use the blackbox feature (able to record via audio and visual) while I am on my walk,To do,None,None,06-12-2019 21:08,None
ChicoState/SafeAlert,0,19,"As a user, I want to know how to stop the ""Be a buddii"" option if I need to cancel.",To do,dev-igs,None,20-10-2019 18:51,None
ChicoState/SafeAlert,0,20,As a user I want to see how many times a buddii has had to stop being a buddii to help me pick the right buddii for me. (Did they stop being a buddii mid walk?),To do,jgutierrezCSU,None,20-10-2019 18:53,None
ChicoState/SafeAlert,0,23,"As a user, I want to be able to easily login to the safe alert app to access the app's services.",In progress,dev-igs,None,20-10-2019 19:00,None
ChicoState/SafeAlert,0,28,As a user i want my password to be secure/encrypted/hashed,In progress,None,None,06-12-2019 18:29,None
ChicoState/SceneAlert,0,27,"As a User, I want to be able to securely make an account.",Done,mrteddi,None,13-11-2019 15:40,29-11-2019 14:58
ChicoState/SceneAlert,0,24,Web: Markers don't erase when events go inactive,Done,rhapidfyre,Something isn't working,30-10-2019 23:08,03-11-2019 22:58
ChicoState/SceneAlert,0,21,CHP incidents are not being removed,Done,None,Something isn't working,09-10-2019 11:16,12-10-2019 11:00
ChicoState/SceneAlert,0,15,"As a User, I want to be able to see crime on a map.",Done,mrteddi,None,20-09-2019 11:44,13-11-2019 16:36
ChicoState/SceneAlert,0,8,"As a user, I want scene alert to be updated frequently, to keep me updated with alerts",Done,None,None,20-09-2019 11:15,08-12-2019 17:25
ChicoState/SceneAlert,0,6,"As a User, I want to be able to securely login to my account.",Done,mrteddi,None,20-09-2019 11:03,13-11-2019 16:36
ChicoState/SceneAlert,0,5,As a User I want an app with a clean interface that is easy to navigate.,Done,None,None,16-09-2019 15:36,13-11-2019 16:36
ChicoState/SceneAlert,0,4,Initial SQL Schema,Done,rhapidfyre,None,16-09-2019 15:29,06-10-2019 03:27
ChicoState/SceneAlert,0,1,"As a User, I want to see the crime history of my neighborhood to see if it's safe.",Done,mrteddi,None,16-09-2019 11:49,13-11-2019 16:36
ChicoState/SceneAlert,0,22,Incidents with the same Location; Crash,To do,None,Something isn't working,14-10-2019 15:17,None
ChicoState/SceneAlert,0,9,"As a user, I want to be able to take a picture/video and upload it alongside my crime report.",In progress,mrteddi,None,20-09-2019 11:18,None
ChicoState/SceneAlert,0,8,"As a user, I want scene alert to be updated frequently, to keep me updated with alerts",In progress,None,None,20-09-2019 11:15,None
ChicoState/SceneAlert,0,7,"As a User, I want to be notified if crime happens around me.",In progress,mhernandez052,None,20-09-2019 11:09,None
ChicoState/SceneAlert,0,3,"As a User, I want to report things as I see them happening in my area based on my current location.",In progress,mrteddi,None,16-09-2019 15:09,None
ChicoState/SceneAlert,0,19,"As a User, I want a dark theme for the app.",To do,None,None,25-09-2019 15:14,None
ChicoState/SceneAlert,0,12,"As a user, I want to be able to filter certain sources, based on my personal preferences",To do,None,None,20-09-2019 11:26,None
